nome_cliente,status_conta,duracao_meses,historico_credito,finalidade,valor,poupanca,tempo_emprego,taxa_parcela,estado_civil_sexo,outros_devedores,tempo_residencia,propriedade,idade,outros_planos,moradia,num_creditos,trabalho,dependentes,telefone,trabalhador_estrangeiro,risco_credito
Samuel Macedo Lopes,Saldo entre R$500 e R$1000,12,existing credits paid back duly till now,Carro novo,5005,... < 100 DM,4 <= ... < 7 years,3,male : single,none,4,building society savings agreement/life insurance,30,none,Alugada,1,Emprego qualificado,2,yes,yes,1
Samuel Pinto Moura,Saldo < R$500,24,all credits at this bank paid back duly,Eletrônicos,17180,... < 100 DM,... < 1 year,2,male : divorced/separated,none,1,building society savings agreement/life insurance,55,bank,Própria,1,Emprego qualificado,1,yes,yes,0
Gabriel Gomes Almeida,Saldo < R$500,12,all credits at this bank paid back duly,Carro novo,1742,... < 100 DM,... < 1 year,4,male : single,none,2,car or other,46,bank,Própria,2,Emprego qualificado,1,yes,yes,0
Daniel Araújo Fernandes,Saldo < R$500,18,critical account/other credits existing,Eletrônicos,2622,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,4,building society savings agreement/life insurance,21,none,Alugada,1,Emprego qualificado,1,no,yes,1
Julio Pacheco Moreira,Saldo < R$500,48,existing credits paid back duly till now,Carro usado,25742,... < 100 DM,4 <= ... < 7 years,4,male : single,none,4,unknown/no property,39,stores,Cedida,3,Emprego qualificado,2,yes,yes,0
Murilo Veloso Fonseca,Sem conta corrente,30,existing credits paid back duly till now,Eletrodomésticos,4667,unknown/no savings account,... >= 7 years,4,male : single,none,4,car or other,58,none,Própria,1,Emprego qualificado,1,yes,yes,1
Thiago Freitas Bastos,Saldo < R$500,12,delay in paying off in the past,Carro novo,3360,... < 100 DM,1 <= ... < 4 years,4,male : single,none,2,real estate,43,none,Própria,2,Emprego não qualificado,2,no,yes,1
Antônio Borges Pinto,Saldo < R$500,24,existing credits paid back duly till now,Eletrônicos,4367,... < 100 DM,... < 1 year,4,male : single,co-applicant,1,building society savings agreement/life insurance,24,none,Própria,1,Emprego não qualificado,1,no,no,1
Cláudio Bezerra Rocha,Saldo entre R$500 e R$1000,9,existing credits paid back duly till now,Eletrodomésticos,4175,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,2,car or other,22,none,Própria,1,Emprego qualificado,1,yes,yes,0
Samuel Lobato Moraes,Sem conta corrente,9,critical account/other credits existing,Carro novo,3060,... < 100 DM,1 <= ... < 4 years,3,male : single,none,1,real estate,30,none,Própria,2,Emprego qualificado,1,no,yes,1
Rafael Teixeira Fernandes,Sem conta corrente,12,critical account/other credits existing,Eletrodomésticos,1305,500 <= ... < 1000 DM,... >= 7 years,4,male : single,none,4,building society savings agreement/life insurance,42,none,Própria,2,Emprego qualificado,2,yes,yes,1
André Martins Rocha,Saldo < R$500,12,existing credits paid back duly till now,Eletrodomésticos,3745,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,1,car or other,23,bank,Própria,1,Emprego qualificado,1,no,yes,1
Marcos Bezerra Alves,Saldo entre R$500 e R$1000,30,delay in paying off in the past,Eletrodomésticos,4797,100 <= ... < 500 DM,... < 1 year,4,male : single,none,3,unknown/no property,30,stores,Própria,2,Outros,1,no,yes,0
Leonardo Magalhães Sampaio,Outros,9,existing credits paid back duly till now,Eletrodomésticos,1862,... < 100 DM,1 <= ... < 4 years,3,female : divorced/separated/married,none,2,real estate,28,none,Própria,1,Emprego não qualificado,1,no,yes,0
Carlos Dias Fonseca,Saldo entre R$500 e R$1000,6,existing credits paid back duly till now,Eletrodomésticos,5157,... < 100 DM,... < 1 year,4,male : married/widowed,none,3,car or other,30,none,Alugada,1,Outros,1,yes,yes,1
Thiago Kruger Mendes,Saldo entre R$500 e R$1000,60,existing credits paid back duly till now,Educação,15720,... < 100 DM,1 <= ... < 4 years,4,male : single,none,4,unknown/no property,42,none,Cedida,1,Emprego qualificado,1,no,yes,0
Felipe Matos Santos,Sem conta corrente,24,critical account/other credits existing,Carro usado,17105,unknown/no savings account,1 <= ... < 4 years,2,male : single,none,4,building society savings agreement/life insurance,46,none,Própria,2,Outros,2,yes,yes,1
Alexandre Bicalho Amorim,Sem conta corrente,12,existing credits paid back duly till now,Carro novo,8817,unknown/no savings account,... < 1 year,2,male : single,none,3,building society savings agreement/life insurance,45,none,Própria,1,Outros,2,yes,yes,1
Wagner Marques Britto,Sem conta corrente,10,existing credits paid back duly till now,Carro novo,3865,... < 100 DM,1 <= ... < 4 years,3,male : single,none,2,real estate,31,none,Própria,1,Emprego não qualificado,2,no,no,1
Davi Lucas Nascimento Cavalcante,Sem conta corrente,24,existing credits paid back duly till now,Eletrônicos,2322,unknown/no savings account,4 <= ... < 7 years,4,male : single,none,2,car or other,31,stores,Própria,1,Emprego qualificado,1,yes,yes,1
Sérgio Leal Dias,Sem conta corrente,4,critical account/other credits existing,Carro novo,3637,... < 100 DM,4 <= ... < 7 years,2,male : single,none,1,real estate,42,none,Própria,3,Emprego não qualificado,2,no,yes,1
César Sales Tavares,Saldo < R$500,15,existing credits paid back duly till now,Eletrônicos,4612,... < 100 DM,... < 1 year,4,female : divorced/separated/married,guarantor,1,building society savings agreement/life insurance,46,none,Alugada,1,Emprego qualificado,1,no,yes,1
Tiago Oliveira Guimarães,Saldo entre R$500 e R$1000,48,no credits taken/all credits paid back duly,Carro novo,20895,500 <= ... < 1000 DM,... < 1 year,1,female : divorced/separated/married,none,1,car or other,30,none,Própria,2,Emprego qualificado,1,no,yes,1
Rodrigo Nascimento Mendes,Saldo < R$500,24,all credits at this bank paid back duly,Eletrônicos,8372,500 <= ... < 1000 DM,... < 1 year,4,male : single,none,4,unknown/no property,30,none,Cedida,1,Emprego qualificado,2,yes,yes,0
Diego Moraes Moreira,Sem conta corrente,12,existing credits paid back duly till now,Carro novo,7147,unknown/no savings account,unemployed,4,male : single,none,4,unknown/no property,38,none,Própria,1,Outros,1,yes,yes,1
Marcos Xavier Lopes,Sem conta corrente,18,existing credits paid back duly till now,Eletrônicos,3832,... < 100 DM,... < 1 year,4,male : married/widowed,co-applicant,1,building society savings agreement/life insurance,43,none,Própria,1,Emprego não qualificado,2,no,yes,0
Lucca Silva Rodrigues,Sem conta corrente,24,existing credits paid back duly till now,Eletrodomésticos,9052,100 <= ... < 500 DM,... >= 7 years,2,male : single,none,4,car or other,31,none,Própria,2,Emprego qualificado,1,no,yes,0
Antônio Brito Souza,Saldo entre R$500 e R$1000,18,critical account/other credits existing,Outros,8975,... < 100 DM,unemployed,3,male : married/widowed,none,3,car or other,40,none,Própria,3,Outros,2,yes,yes,1
Emanuel Moura Fonseca,Saldo < R$500,36,delay in paying off in the past,Outros,5362,... < 100 DM,4 <= ... < 7 years,2,male : single,none,1,car or other,24,none,Própria,2,Emprego qualificado,1,yes,yes,0
Paulo Rocha Bezerra,Saldo entre R$500 e R$1000,24,existing credits paid back duly till now,Carro usado,10282,500 <= ... < 1000 DM,... < 1 year,3,female : divorced/separated/married,none,4,car or other,28,none,Alugada,1,Emprego qualificado,1,no,yes,0
Guilherme Fraga Ramos,Sem conta corrente,36,existing credits paid back duly till now,Eletrônicos,27435,... < 100 DM,unemployed,4,female : divorced/separated/married,none,2,car or other,26,none,Própria,2,Outros,1,yes,yes,0
Felipe Lima Reis,Saldo < R$500,12,existing credits paid back duly till now,Carro novo,4732,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,guarantor,4,building society savings agreement/life insurance,29,none,Própria,1,Emprego qualificado,1,yes,yes,1
Carlos Goulart Xavier,Saldo < R$500,24,critical account/other credits existing,Eletrodomésticos,3077,... >= 1000 DM,... >= 7 years,4,female : divorced/separated/married,none,4,building society savings agreement/life insurance,57,none,Alugada,2,Outros,1,yes,yes,1
Adriano Ribeiro Torres,Outros,30,critical account/other credits existing,Eletrodomésticos,9140,unknown/no savings account,... >= 7 years,4,male : single,none,4,building society savings agreement/life insurance,49,stores,Própria,2,Emprego não qualificado,1,no,yes,1
Theo Carvalho Coelho,Saldo entre R$500 e R$1000,9,critical account/other credits existing,Eletrodomésticos,2885,... < 100 DM,... >= 7 years,2,male : single,none,4,real estate,37,none,Própria,3,Emprego não qualificado,1,no,yes,1
Leandro Barbosa Sampaio,Saldo < R$500,28,existing credits paid back duly till now,Carro novo,10015,... < 100 DM,1 <= ... < 4 years,3,male : single,none,2,car or other,45,none,Própria,1,Emprego não qualificado,1,no,yes,0
Bruno Macedo Maia,Saldo entre R$500 e R$1000,24,existing credits paid back duly till now,Eletrônicos,7672,100 <= ... < 500 DM,... >= 7 years,4,male : single,none,4,unknown/no property,30,none,Cedida,1,Emprego qualificado,1,no,yes,1
Tiago Abreu Xavier,Sem conta corrente,6,critical account/other credits existing,Eletrodomésticos,4350,... < 100 DM,... >= 7 years,2,male : married/widowed,none,2,real estate,30,none,Alugada,2,Emprego qualificado,1,no,yes,1
Francisco Souza Barbosa,Saldo entre R$500 e R$1000,21,delay in paying off in the past,Carro novo,5882,... < 100 DM,1 <= ... < 4 years,1,male : divorced/separated,none,4,building society savings agreement/life insurance,47,none,Própria,2,Emprego qualificado,1,no,yes,1
Paulo Andrade Neto,Sem conta corrente,15,existing credits paid back duly till now,Carro novo,8890,unknown/no savings account,1 <= ... < 4 years,3,male : single,none,2,unknown/no property,29,none,Própria,1,Emprego qualificado,1,no,yes,1
Matheus Sales Bicalho,Sem conta corrente,24,existing credits paid back duly till now,Eletrodomésticos,5992,500 <= ... < 1000 DM,... >= 7 years,3,male : single,none,2,car or other,35,bank,Própria,2,Emprego qualificado,1,yes,yes,0
Adriano Rocha Queiroz,Saldo entre R$500 e R$1000,6,existing credits paid back duly till now,Outros,1135,... < 100 DM,... < 1 year,3,male : married/widowed,none,1,building society savings agreement/life insurance,22,none,Própria,1,Emprego não qualificado,1,no,yes,1
Enzo Bezerra Souza,Saldo entre R$500 e R$1000,30,existing credits paid back duly till now,Eletrodomésticos,4287,unknown/no savings account,1 <= ... < 4 years,4,female : divorced/separated/married,none,1,car or other,26,none,Própria,1,Emprego qualificado,1,no,yes,1
Yuri Aguiar Campos,Saldo entre R$500 e R$1000,27,critical account/other credits existing,Eletrodomésticos,6300,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male : single,none,2,building society savings agreement/life insurance,23,none,Própria,2,Emprego não qualificado,1,no,yes,0
Fernando Soares Coutinho,Sem conta corrente,15,existing credits paid back duly till now,Eletrodomésticos,8920,... < 100 DM,... >= 7 years,4,female : divorced/separated/married,none,2,car or other,54,bank,Alugada,1,Outros,1,yes,yes,1
Francisco Lacerda Carvalho,Sem conta corrente,42,existing credits paid back duly till now,Eletrodomésticos,17915,unknown/no savings account,4 <= ... < 7 years,2,male : married/widowed,none,4,building society savings agreement/life insurance,29,none,Alugada,1,Emprego qualificado,1,yes,yes,1
Antônio Cavalcante Rabelo,Saldo < R$500,11,critical account/other credits existing,Carro novo,9847,... < 100 DM,1 <= ... < 4 years,1,male : single,none,2,real estate,40,none,Própria,2,Emprego não qualificado,2,no,yes,1
Caio Franco Souza,Saldo entre R$500 e R$1000,15,existing credits paid back duly till now,Outros,3785,100 <= ... < 500 DM,1 <= ... < 4 years,4,male : single,guarantor,2,real estate,22,none,Própria,1,Emprego qualificado,1,no,yes,1
Henrique Coelho Freitas,Sem conta corrente,24,existing credits paid back duly till now,Carro novo,18482,... < 100 DM,1 <= ... < 4 years,1,male : single,none,4,building society savings agreement/life insurance,43,none,Própria,1,Emprego não qualificado,2,no,yes,1
Pedro Henrique Vieira Cardoso,Saldo < R$500,24,all credits at this bank paid back duly,Carro novo,2982,... < 100 DM,unemployed,1,female : divorced/separated/married,co-applicant,4,unknown/no property,29,none,Alugada,2,Outros,1,no,yes,0
Yuri Fogaça Vieira,Saldo < R$500,60,existing credits paid back duly till now,Outros,18242,... < 100 DM,... >= 7 years,4,male : single,co-applicant,4,unknown/no property,36,none,Alugada,1,Emprego qualificado,1,no,yes,0
Marcelo Guimarães Abreu,Sem conta corrente,30,critical account/other credits existing,Eletrodomésticos,7077,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,car or other,33,none,Própria,1,Emprego qualificado,1,yes,yes,1
Thiago Andrade Amaral,Outros,24,existing credits paid back duly till now,Eletrodomésticos,3145,500 <= ... < 1000 DM,1 <= ... < 4 years,3,female : divorced/separated/married,none,3,car or other,57,none,Própria,1,Emprego não qualificado,1,no,yes,1
Diego Xavier Cardoso,Saldo entre R$500 e R$1000,6,existing credits paid back duly till now,Eletrodomésticos,1882,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,guarantor,3,real estate,64,none,Própria,1,Emprego qualificado,1,no,yes,1
Emanuel Vieira Monteiro,Saldo entre R$500 e R$1000,18,delay in paying off in the past,Outros,6067,unknown/no savings account,... >= 7 years,4,male : single,none,2,building society savings agreement/life insurance,42,none,Própria,2,Emprego qualificado,1,no,yes,1
Mário Novaes Lobato,Sem conta corrente,24,delay in paying off in the past,Carro novo,6345,... < 100 DM,... >= 7 years,4,male : single,none,4,car or other,47,none,Própria,2,Emprego não qualificado,2,no,yes,0
Julio Franco Morais,Saldo entre R$500 e R$1000,15,all credits at this bank paid back duly,Carro novo,3160,100 <= ... < 500 DM,1 <= ... < 4 years,2,male : married/widowed,none,2,building society savings agreement/life insurance,25,none,Alugada,1,Emprego qualificado,1,no,yes,0
Eduardo Guimarães Kruger,Saldo entre R$500 e R$1000,30,critical account/other credits existing,Eletrônicos,20965,... < 100 DM,4 <= ... < 7 years,2,male : single,none,2,building society savings agreement/life insurance,49,none,Própria,1,Emprego qualificado,1,no,yes,0
Jorge Sampaio Aguiar,Sem conta corrente,48,existing credits paid back duly till now,Outros,12110,... < 100 DM,unemployed,3,male : single,none,2,car or other,33,bank,Alugada,1,Outros,1,yes,yes,0
Mário Neves Soares,Outros,21,existing credits paid back duly till now,Carro novo,7307,100 <= ... < 500 DM,1 <= ... < 4 years,1,female : divorced/separated/married,none,1,car or other,28,bank,Própria,1,Outros,1,yes,yes,1
Dylan Souza Barbosa,Saldo < R$500,36,existing credits paid back duly till now,Carro usado,20572,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,building society savings agreement/life insurance,26,none,Própria,1,Emprego qualificado,2,no,yes,0
Jorge Klein Almeida,Sem conta corrente,24,critical account/other credits existing,Eletrônicos,5070,... < 100 DM,4 <= ... < 7 years,2,male : single,none,2,building society savings agreement/life insurance,30,none,Própria,2,Emprego não qualificado,1,no,yes,1
Dylan Teixeira Veloso,Saldo < R$500,15,critical account/other credits existing,Eletrônicos,3582,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,3,building society savings agreement/life insurance,25,none,Alugada,2,Emprego qualificado,1,no,yes,1
Kaique Lima Goulart,Outros,42,no credits taken/all credits paid back duly,Outros,15722,... < 100 DM,... < 1 year,2,male : divorced/separated,none,1,building society savings agreement/life insurance,33,none,Própria,2,Emprego qualificado,1,no,yes,1
Bruno Farias Tavares,Sem conta corrente,13,existing credits paid back duly till now,Eletrodomésticos,3522,100 <= ... < 500 DM,unemployed,2,female : divorced/separated/married,none,4,real estate,64,none,Própria,1,Emprego qualificado,1,no,yes,1
Paulo Britto Oliveira,Saldo < R$500,24,existing credits paid back duly till now,Carro usado,16447,... < 100 DM,unemployed,4,male : single,none,2,unknown/no property,29,none,Cedida,1,Outros,1,yes,yes,1
Tomás Lobato Maia,Saldo entre R$500 e R$1000,24,critical account/other credits existing,Eletrodomésticos,4357,... < 100 DM,... >= 7 years,4,male : single,none,2,building society savings agreement/life insurance,48,none,Própria,2,Emprego não qualificado,1,no,yes,1
